taxid	lineage	name	rank	grinder-reads-fixed.fa
-596	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;Cytophagaceae;family;unclassified_Cytophagaceae;;	unclassified_Cytophagaceae		5
-623	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Flammeovirgaceae";family;unclassified_"Flammeovirgaceae";;	unclassified_"Flammeovirgaceae"		3
639	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Rhodothermaceae";family;	"Rhodothermaceae"	family	3
641	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Rhodothermaceae";family;Salinibacter;genus;	Salinibacter	genus	3
584	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Cyclobacteriaceae";family;	"Cyclobacteriaceae"	family	3
585	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Cyclobacteriaceae";family;Algoriphagus;genus;	Algoriphagus	genus	2
-585	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Cyclobacteriaceae";family;unclassified_"Cyclobacteriaceae";;	unclassified_"Cyclobacteriaceae"		1
-644	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;"Saprospiraceae";family;unclassified_"Saprospiraceae";;	unclassified_"Saprospiraceae"		1
-567	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Sphingobacteria";class;"Sphingobacteriales";order;unclassified_"Sphingobacteriales";;	unclassified_"Sphingobacteriales"		29
657	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Bacteroidetes"_incertae_sedis;class;	"Bacteroidetes"_incertae_sedis	class	2
659	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Bacteroidetes"_incertae_sedis;class;Ohtaekwangia;genus;	Ohtaekwangia	genus	1
658	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;"Bacteroidetes"_incertae_sedis;class;Marinifilum;genus;	Marinifilum	genus	1
-423	Root;rootrank;Bacteria;domain;"Bacteroidetes";phylum;unclassified_"Bacteroidetes";;	unclassified_"Bacteroidetes"		152
789	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;	"Fusobacteria"	phylum	60
790	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;	"Fusobacteria"	class	60
791	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;	"Fusobacteriales"	order	60
792	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Fusobacteriaceae";family;	"Fusobacteriaceae"	family	46
794	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Fusobacteriaceae";family;Fusobacterium;genus;	Fusobacterium	genus	37
793	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Fusobacteriaceae";family;Cetobacterium;genus;	Cetobacterium	genus	7
795	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Fusobacteriaceae";family;Ilyobacter;genus;	Ilyobacter	genus	1
798	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Fusobacteriaceae";family;Clostridium XIX;genus;	Clostridium XIX	genus	1
799	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Leptotrichiaceae";family;	"Leptotrichiaceae"	family	13
800	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Leptotrichiaceae";family;Leptotrichia;genus;	Leptotrichia	genus	11
803	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Leptotrichiaceae";family;Streptobacillus;genus;	Streptobacillus	genus	1
802	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;"Leptotrichiaceae";family;Sneathia;genus;	Sneathia	genus	1
-792	Root;rootrank;Bacteria;domain;"Fusobacteria";phylum;"Fusobacteria";class;"Fusobacteriales";order;unclassified_"Fusobacteriales";;	unclassified_"Fusobacteriales"		1
-842	Root;rootrank;Bacteria;domain;"Proteobacteria";phylum;unclassified_"Proteobacteria";;	unclassified_"Proteobacteria"		221
-2260	Root;rootrank;Bacteria;domain;Firmicutes;phylum;unclassified_Firmicutes;;	unclassified_Firmicutes		196
2164	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;	"Verrucomicrobia"	phylum	37
2176	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Spartobacteria;class;	Spartobacteria	class	7
2177	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Spartobacteria;class;Spartobacteria_genera_incertae_sedis;genus;	Spartobacteria_genera_incertae_sedis	genus	7
2183	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;	Verrucomicrobiae	class	16
2184	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;	Verrucomicrobiales	order	16
2187	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;	Verrucomicrobiaceae	family	15
2188	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Akkermansia;genus;	Akkermansia	genus	10
2192	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Prosthecobacter;genus;	Prosthecobacter	genus	1
2190	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;Luteolibacter;genus;	Luteolibacter	genus	3
-2188	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;Verrucomicrobiaceae;family;unclassified_Verrucomicrobiaceae;;	unclassified_Verrucomicrobiaceae		1
-2185	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Verrucomicrobiae;class;Verrucomicrobiales;order;unclassified_Verrucomicrobiales;;	unclassified_Verrucomicrobiales		1
2179	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Subdivision3;class;	Subdivision3	class	3
2180	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Subdivision3;class;Subdivision3_genera_incertae_sedis;genus;	Subdivision3_genera_incertae_sedis	genus	3
2165	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Opitutae;class;	Opitutae	class	5
2170	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Opitutae;class;Puniceicoccales;order;	Puniceicoccales	order	5
2171	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;	Puniceicoccaceae	family	5
2175	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;Puniceicoccus;genus;	Puniceicoccus	genus	4
2173	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;Opitutae;class;Puniceicoccales;order;Puniceicoccaceae;family;Coraliomargarita;genus;	Coraliomargarita	genus	1
2195	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;	"Acidobacteria"	phylum	88
2204	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp1;class;	Acidobacteria_Gp1	class	17
2255	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp1;class;Edaphobacter;genus;	Edaphobacter	genus	4
2205	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp1;class;Gp1;genus;	Gp1	genus	5
2256	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp1;class;Granulicella;genus;	Granulicella	genus	1
2254	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp1;class;Acidobacterium;genus;	Acidobacterium	genus	1
-2205	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp1;class;unclassified_Acidobacteria_Gp1;;	unclassified_Acidobacteria_Gp1		6
2210	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp4;class;	Acidobacteria_Gp4	class	11
2211	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp4;class;Gp4;genus;	Gp4	genus	11
2248	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp25;class;	Acidobacteria_Gp25	class	1
2249	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp25;class;Gp25;genus;	Gp25	genus	1
2240	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp21;class;	Acidobacteria_Gp21	class	1
2241	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp21;class;Gp21;genus;	Gp21	genus	1
2218	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp9;class;	Acidobacteria_Gp9	class	2
2219	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp9;class;Gp9;genus;	Gp9	genus	2
2214	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp6;class;	Acidobacteria_Gp6	class	21
2215	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp6;class;Gp6;genus;	Gp6	genus	21
2238	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp18;class;	Acidobacteria_Gp18	class	1
2239	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp18;class;Gp18;genus;	Gp18	genus	1
2246	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp22;class;	Acidobacteria_Gp22	class	1
2247	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp22;class;Gp22;genus;	Gp22	genus	1
2232	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp17;class;	Acidobacteria_Gp17	class	2
2233	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp17;class;Gp17;genus;	Gp17	genus	2
2224	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp13;class;	Acidobacteria_Gp13	class	1
2225	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp13;class;Gp13;genus;	Gp13	genus	1
2228	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp15;class;	Acidobacteria_Gp15	class	1
2229	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp15;class;Gp15;genus;	Gp15	genus	1
2244	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp23;class;	Acidobacteria_Gp23	class	2
2245	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp23;class;Gp23;genus;	Gp23	genus	2
2212	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp5;class;	Acidobacteria_Gp5	class	3
2213	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp5;class;Gp5;genus;	Gp5	genus	3
2208	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp3;class;	Acidobacteria_Gp3	class	2
2209	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp3;class;Gp3;genus;	Gp3	genus	2
2206	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp2;class;	Acidobacteria_Gp2	class	1
2207	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp2;class;Gp2;genus;	Gp2	genus	1
2196	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Holophagae;class;	Holophagae	class	1
2200	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Holophagae;class;Holophagales;order;	Holophagales	order	1
2201	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Holophagae;class;Holophagales;order;Holophagaceae;family;	Holophagaceae	family	1
2202	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Holophagae;class;Holophagales;order;Holophagaceae;family;Geothrix;genus;	Geothrix	genus	1
2216	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp7;class;	Acidobacteria_Gp7	class	1
2217	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp7;class;Gp7;genus;	Gp7	genus	1
2230	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp14;class;	Acidobacteria_Gp14	class	1
2231	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;Acidobacteria_Gp14;class;Gp14;genus;	Gp14	genus	1
694	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;	"Chloroflexi"	phylum	30
695	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;	Anaerolineae	class	19
696	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;	Anaerolineales	order	19
697	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;	Anaerolineaceae	family	19
698	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Anaerolinea;genus;	Anaerolinea	genus	6
701	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Levilinea;genus;	Levilinea	genus	1
699	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Bellilinea;genus;	Bellilinea	genus	6
702	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;Longilinea;genus;	Longilinea	genus	1
-698	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Anaerolineae;class;Anaerolineales;order;Anaerolineaceae;family;unclassified_Anaerolineaceae;;	unclassified_Anaerolineaceae		5
730	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Thermomicrobia;class;	Thermomicrobia	class	1
731	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Thermomicrobia;class;Thermomicrobiales;order;	Thermomicrobiales	order	1
732	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Thermomicrobia;class;Thermomicrobiales;order;Thermomicrobiaceae;family;	Thermomicrobiaceae	family	1
733	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Thermomicrobia;class;Thermomicrobiales;order;Thermomicrobiaceae;family;Thermomicrobium;genus;	Thermomicrobium	genus	1
707	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;"Chloroflexi";class;	"Chloroflexi"	class	1
708	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;"Chloroflexi";class;"Chloroflexales";order;	"Chloroflexales"	order	1
709	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;"Chloroflexi";class;"Chloroflexales";order;"Chloroflexaceae";family;	"Chloroflexaceae"	family	1
710	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;"Chloroflexi";class;"Chloroflexales";order;"Chloroflexaceae";family;Chloroflexus;genus;	Chloroflexus	genus	1
703	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Caldilineae;class;	Caldilineae	class	2
704	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Caldilineae;class;Caldilineales;order;	Caldilineales	order	2
705	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;	Caldilineaceae	family	2
706	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;Caldilineae;class;Caldilineales;order;Caldilineaceae;family;Caldilinea;genus;	Caldilinea	genus	2
719	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;"Dehalococcoidetes";class;	"Dehalococcoidetes"	class	1
720	Root;rootrank;Bacteria;domain;"Chloroflexi";phylum;"Dehalococcoidetes";class;Dehalogenimonas;genus;	Dehalogenimonas	genus	1
1883	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;	"Spirochaetes"	phylum	32
1884	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;	Spirochaetes	class	32
1885	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;	Spirochaetales	order	32
1895	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Spirochaetaceae;family;	Spirochaetaceae	family	29
1903	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Spirochaetaceae;family;Treponema;genus;	Treponema	genus	9
1902	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Spirochaetaceae;family;Spirochaeta;genus;	Spirochaeta	genus	11
1896	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Spirochaetaceae;family;Borrelia;genus;	Borrelia	genus	4
-1896	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Spirochaetaceae;family;unclassified_Spirochaetaceae;;	unclassified_Spirochaetaceae		5
1886	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;"Brachyspiraceae";family;	"Brachyspiraceae"	family	2
1887	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;"Brachyspiraceae";family;Brachyspira;genus;	Brachyspira	genus	2
1891	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Leptospiraceae;family;	Leptospiraceae	family	1
1893	Root;rootrank;Bacteria;domain;"Spirochaetes";phylum;Spirochaetes;class;Spirochaetales;order;Leptospiraceae;family;Leptospira;genus;	Leptospira	genus	1
2146	Root;rootrank;Bacteria;domain;TM7;phylum;	TM7	phylum	4
2147	Root;rootrank;Bacteria;domain;TM7;phylum;TM7_genera_incertae_sedis;genus;	TM7_genera_incertae_sedis	genus	4
2684	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;	Cyanobacteria/Chloroplast	phylum	130
2685	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;	Cyanobacteria	class	90
2701	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family VII;family;	Family VII	family	8
2702	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family VII;family;GpVII;genus;	GpVII	genus	8
2688	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family II;family;	Family II	family	25
2689	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family II;family;GpIIa;genus;	GpIIa	genus	25
2686	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;	Family I	family	7
2687	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family I;family;GpI;genus;	GpI	genus	7
2711	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family XIII;family;	Family XIII	family	4
2712	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family XIII;family;GpXIII;genus;	GpXIII	genus	4
2707	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family XI;family;	Family XI	family	4
2708	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family XI;family;GpXI;genus;	GpXI	genus	4
2695	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IX;family;	Family IX	family	3
2696	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IX;family;GpIX;genus;	GpIX	genus	3
2697	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family V;family;	Family V	family	2
2698	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family V;family;GpV;genus;	GpV	genus	2
2693	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IV;family;	Family IV	family	1
2694	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;Family IV;family;GpIV;genus;	GpIV	genus	1
2713	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;	Chloroplast	class	27
2714	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;	Chloroplast	family	27
2715	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Bacillariophyta;genus;	Bacillariophyta	genus	5
2721	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Streptophyta;genus;	Streptophyta	genus	15
2719	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;Cryptomonadaceae;genus;	Cryptomonadaceae	genus	2
-2715	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Chloroplast;class;Chloroplast;family;unclassified_Chloroplast;;	unclassified_Chloroplast		5
-2686	Root;rootrank;Bacteria;domain;Cyanobacteria/Chloroplast;phylum;Cyanobacteria;class;unclassified_Cyanobacteria;;	unclassified_Cyanobacteria		36
-2165	Root;rootrank;Bacteria;domain;"Verrucomicrobia";phylum;unclassified_"Verrucomicrobia";;	unclassified_"Verrucomicrobia"		6
-2196	Root;rootrank;Bacteria;domain;"Acidobacteria";phylum;unclassified_"Acidobacteria";;	unclassified_"Acidobacteria"		18
824	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;	"Planctomycetes"	phylum	21
825	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;"Planctomycetacia";class;	"Planctomycetacia"	class	16
826	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;"Planctomycetacia";class;Planctomycetales;order;	Planctomycetales	order	16
827	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;"Planctomycetacia";class;Planctomycetales;order;Planctomycetaceae;family;	Planctomycetaceae	family	16
833	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;"Planctomycetacia";class;Planctomycetales;order;Planctomycetaceae;family;Rhodopirellula;genus;	Rhodopirellula	genus	3
829	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;"Planctomycetacia";class;Planctomycetales;order;Planctomycetaceae;family;Gemmata;genus;	Gemmata	genus	1
-828	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;"Planctomycetacia";class;Planctomycetales;order;Planctomycetaceae;family;unclassified_Planctomycetaceae;;	unclassified_Planctomycetaceae		12
837	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;Phycisphaerae;class;	Phycisphaerae	class	4
838	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;Phycisphaerae;class;Phycisphaerales;order;	Phycisphaerales	order	4
839	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;Phycisphaerae;class;Phycisphaerales;order;Phycisphaeraceae;family;	Phycisphaeraceae	family	4
840	Root;rootrank;Bacteria;domain;"Planctomycetes";phylum;Phycisphaerae;class;Phycisphaerales;order;Phycisphaeraceae;family;Phycisphaera;genus;	Phycisphaera	genus	4
1921	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;	"Tenericutes"	phylum	17
1922	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;	Mollicutes	class	17
1939	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Mycoplasmatales;order;	Mycoplasmatales	order	9
1940	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Mycoplasmatales;order;Mycoplasmataceae;family;	Mycoplasmataceae	family	9
1943	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Mycoplasmatales;order;Mycoplasmataceae;family;Mycoplasma;genus;	Mycoplasma	genus	7
1944	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Mycoplasmatales;order;Mycoplasmataceae;family;Ureaplasma;genus;	Ureaplasma	genus	1
-1941	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Mycoplasmatales;order;Mycoplasmataceae;family;unclassified_Mycoplasmataceae;;	unclassified_Mycoplasmataceae		1
1923	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Acholeplasmatales;order;	Acholeplasmatales	order	3
1924	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Acholeplasmatales;order;Acholeplasmataceae;family;	Acholeplasmataceae	family	3
1925	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Acholeplasmatales;order;Acholeplasmataceae;family;Acholeplasma;genus;	Acholeplasma	genus	3
1930	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Entomoplasmatales;order;	Entomoplasmatales	order	2
1931	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Entomoplasmatales;order;Entomoplasmataceae;family;	Entomoplasmataceae	family	2
1932	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Entomoplasmatales;order;Entomoplasmataceae;family;Entomoplasma;genus;	Entomoplasma	genus	1
-1932	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;Entomoplasmatales;order;Entomoplasmataceae;family;unclassified_Entomoplasmataceae;;	unclassified_Entomoplasmataceae		1
-1923	Root;rootrank;Bacteria;domain;"Tenericutes";phylum;Mollicutes;class;unclassified_Mollicutes;;	unclassified_Mollicutes		3
804	Root;rootrank;Bacteria;domain;"Gemmatimonadetes";phylum;	"Gemmatimonadetes"	phylum	1
805	Root;rootrank;Bacteria;domain;"Gemmatimonadetes";phylum;Gemmatimonadetes;class;	Gemmatimonadetes	class	1
806	Root;rootrank;Bacteria;domain;"Gemmatimonadetes";phylum;Gemmatimonadetes;class;Gemmatimonadales;order;	Gemmatimonadales	order	1
807	Root;rootrank;Bacteria;domain;"Gemmatimonadetes";phylum;Gemmatimonadetes;class;Gemmatimonadales;order;Gemmatimonadaceae;family;	Gemmatimonadaceae	family	1
